Id,Name,Number of employees,Annual revenue,Website,Phone,Display phone,Address,City,State,Zipcode,Country,Facebook,Twitter,LinkedIn,Last contacted time,Last contacted mode,Last contacted via chat,Last activity type,Last activity date,Recent note,Industry type,Business type,Territory,Column1,Created at,Updated at,Active sales sequences,Completed sales sequences,Last assigned at,Column2,Column3,Column4,Owner id,Owner,Created by id,Created by,Updated by id,Updated by,Import ID,Inside Sales Collaboration,To be deleted,Cloud Provider,Hosting Provider,Renewal month,Email Renewal Date,Present Email Service Provider,Cloud Billing Frequency,Segment,Microsoft Agreement,Account Type,Tags
2002289703,Veethree Instruments(Indication Instruments Limited),51-200,,www.veethree.com,,,"Plot no. 19, Sector 6 ",Faridabad.,Haryana,121006,India,,,,2024-02-03 05:59:51 UTC,Outgoing email,,Email,2024-02-03 05:59:51 UTC,They have BE-172 users revision in November and BP-45 users revision in July. Meeting done by Mr. Shabab.,,Prospect,,,2017-08-09 10:25:55 UTC,2023-08-21 12:53:46 UTC,March 2021 - All Contacts,;;;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 08:11:43 UTC,,,,2000077892,Manish Gupta,2000031252,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,SMB - Commercial,,,
2002303445,HealthFore Technologies Limited,201-500,,www.healthfore.com,,," 8th Square #8, 3rd Floor, Sector-125, Noida, Uttar Pradesh 201301",Noida,,,,,,,2020-09-24 07:36:56 UTC,Outgoing email,,Email,2019-12-31 10:33:01 UTC,,,,,,2017-08-10 04:57:48 UTC,2024-02-21 05:52:05 UTC,;;March 2021 - All Contacts,;;Compassionate - Active Contacts;;;;Surface Outreach April;Surface Lead - April 2021;Leads MicrosoftDirectProgram Leads - Copy;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,2019-01-29 11:34:53 UTC,,,,2000069069,,2000031255,,2000031227,,,,,,,,,,,,,,
2002311535,Quick Sort India Private Limited,201-500,,www.quicksortindia.com,'+91-44-42060297',,"SP-94, SIDCO Industrial Estate, Ambattur, ",Chennai ,Tamil Nadu,600058,India,,,,2023-12-19 12:03:53 UTC,Outgoing email,,Email,2023-12-19 12:03:53 UTC,,Publishing,Prospect,,,2017-08-11 04:34:20 UTC,2024-02-09 06:33:47 UTC,;March 2021 - All Contacts,;New Sequence;;;Zoom vs Teams;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Leads MicrosoftDirectProgram Leads - Copy;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,2024-02-09 06:33:48 UTC,,,,2000079865,,2000031227,,2000077892,Manish Gupta,,,,,,,2019-02-08 18:30:00 UTC,Microsoft Office 365,,SMB - Commercial,,,
2002311553,Mobizon Media Pvt. Ltd.,10-Jan,,mobizonmedia.com,'+91-22-28683955',,"1st Floor, Supreme Trade Center Near Ekvira School, Sector -1, Charkop, Kandivali (West), ",Mumbai ,Maharashtra,400067,India,,,,2019-04-25 05:34:50 UTC,Outgoing email,,Email,2019-04-25 05:34:50 UTC,,Other,Prospect,,,2017-08-11 05:17:32 UTC,2023-11-09 06:26:29 UTC,;March 2021 - All Contacts,Compassionate - Active Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Google,,,,,
2002313462,Verdantis Technologies Pvt. Ltd.,,,www.verdantis.com,,,"61 Radius, Road No 13,MIDC, Andheri (East), ",Mumbai ,Maharashtra,400093,India,,,,2019-06-14 10:31:03 UTC,Outgoing email,,Email,2019-06-14 10:31:03 UTC,No details found . Not contacted,Technology,Prospect,,,2017-08-11 05:54:28 UTC,2023-11-29 06:42:23 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:17:37 UTC,,,,2000079865,,2000031252,,2000079865,,,,,,,,2018-05-31 18:30:00 UTC,Microsoft Office 365,,,,,
2002315484,Wed Vriksh / Pinetree Pictures Pvt. Ltd.,Nov-50,,www.pinetreepictures.in,,,"504, 5th Floor, Morya Landmark -I, Off New Link Road, Andheri West, ","Mumbai, ",Maharashtra ,400053,India,,,https://www.linkedin.com/company-beta/3966384/,2020-03-05 05:36:10 UTC,Email opened by recipient,,Email,2020-03-05 05:36:10 UTC,"Share with him EOP Plan , but not any requirement",Other,Customer,,,2017-08-11 10:19:10 UTC,2023-08-19 08:07:33 UTC,;March 2021 - All Contacts,;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 08:07:34 UTC,,,,2000077892,Manish Gupta,2000031252,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002315901,TRULY INDIA TOURS & TRAVELS,,,www.trulyindiatours.com,,,"E-1 , Second Floor, Shahpur Jat, ",New Delhi,Delhi,110049,India,,,,2024-02-03 05:59:51 UTC,Outgoing email,,Email,2024-02-03 05:59:51 UTC,"Had a word with Saransh, have to share the commercials for Business Basic - 4 users & Business Standard - 1 user.",Travel,Customer,,,2017-08-11 12:02:43 UTC,2024-03-05 09:44:51 UTC,,;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:32 UTC,,,,2000079865,,2000031255,,2000079865,,,,,,,,,Microsoft Office 365,,,,,
2002345449,Automat world,201-500,,www.automatworld.in,,,"18-19, Dilshad Garden Road, Pocket R, Dilshad Garden",Delhi,Delhi,110095,India,,,,2024-02-02 06:36:44 UTC,Outgoing email,,Email,2024-02-02 06:36:44 UTC,"call not connected

",Biotechnology,Customer,,,2017-08-12 05:10:55 UTC,2024-02-15 07:42:45 UTC,,;;;;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-09 06:33:49 UTC,,,,2000079865,,2000031232,,2000079865,,,,,,,,,,,,,,
2002351546,Tripathi Group,Nov-50,,www.tripathigroup.com,9311988224,,"Unit No 4AC, Hotel J. W. Marriott district center, Fourth floor, Near International airport, Aerocity, ",New Delhi,Delhi,110037, India,,,,2024-02-03 06:00:21 UTC,Outgoing email,,Email,2024-02-03 06:00:21 UTC,,Sports,Customer,Managed Services,,2017-07-14 05:04:05 UTC,2024-03-07 07:47:19 UTC,;,;;New Sequence;;Compassionate - Active Contacts;Zoom vs Teams;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2022-04-15 07:53:14 UTC,,,,2000077892,Manish Gupta,2000031255,,2000031227,,,,,,,,2018-06-17 18:30:00 UTC,Microsoft Office 365,,,,,
2002381162,Competent Synergies Private Limited,5001-10000,,www.competentsynergies.comm,'+91-172-5098899',,"C157, Phase 7, Industrial Area,",Mohali ,Punjab,160055,India,,,,2021-05-10 09:12:38 UTC,Outgoing email,,Email,2021-05-10 09:12:38 UTC,,Other,Prospect,,,2017-08-16 09:18:15 UTC,2023-08-21 16:38:42 UTC,;March 2021 - All Contacts,;;New Sequence;;;Compassionate - Active Contacts;;;;;;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 08:12:11 UTC,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Google,,,,,
2002381255,SPAG Consultants Pvt Ltd.,Nov-50,,spag.asia/contact/,'+91-124-4388852',,"701, 7th Floor, Palm Court Building, Sukhrali Chowk, Sector 14, ",Gurugram ,Haryana,122001,India,,,,2023-12-19 11:55:07 UTC,Outgoing email,,Email,2023-12-19 11:55:07 UTC,,Other,Prospect,,,2017-08-16 10:11:15 UTC,2023-11-09 06:28:01 UTC,,;;;;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002382021,Lanka Energy Conservation,,,,,,,,,,,,,,2020-06-06 05:36:23 UTC,Outgoing email,,Email,2020-06-06 05:36:23 UTC,,,,,,2017-08-16 14:07:27 UTC,2023-06-08 09:51:27 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-06-08 09:51:28 UTC,,,,2000077892,Manish Gupta,2000007516,,2000077892,Manish Gupta,,,,,,,,,,,,,
2002385233,"Plot No. 221, Sector - 8",10-Jan,,www.atmaautotech.com/contact-us/,,," IMT Manesar,",Haryana,Gurgaon,122050,India,,,,,,,,,,,,,,2017-08-17 11:16:48 UTC,2024-02-03 12:35:42 UTC,,,2022-04-15 07:53:14 UTC,,,,2000077892,Manish Gupta,2000031252,,2000077892,Manish Gupta,,,,,,,2017-09-12 18:30:00 UTC,Microsoft Office 365,,,,,
2002385302,Datasift Private Limited (Wealth-X Mysore),,,wealthx.com,,,,,,,,,,,2019-06-14 10:31:08 UTC,Outgoing email,,Email,2019-06-14 10:31:08 UTC,,Other,Prospect,,,2017-08-17 11:56:15 UTC,2023-09-04 06:53:46 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-09-04 06:53:47 UTC,,,,2000031227,,2000031252,,2000077892,Manish Gupta,,,,,,,2017-08-22 18:30:00 UTC,Microsoft Office 365,,,,,
2002388530,Ramesh Flowers Pvt Ltd,,,www.rameshflowers.com,,,"A-62(A), SIPCOT Industrial Complex, Therku Veerapandiapuram",Tuticorin,Tamil Nadu,628002,India,,,,2024-02-03 06:00:25 UTC,Email opened by recipient,,Email,2024-02-03 06:00:25 UTC,call not answered.,Other,Customer,,,2017-08-18 06:21:15 UTC,2024-02-27 10:15:38 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:33 UTC,,,,2000079865,,2000031252,,2000079865,,,,,,,,,Microsoft Office 365,,,,,
2002394271,Exmar Shipmanagement India Private Limited,10-Jan,,www.exmarshipmanagement.be/our-company/contacts-careers/offices-contacts/,2266424409,,"806, 8th Floor, Powai Plaza Premises CSL, Hiranandani Gardens, Powai,",Mumbai ,Maharashtra,400076,INDIA,,,,2024-02-03 06:00:10 UTC,Outgoing email,,Email,2024-02-03 06:00:10 UTC,"Roshan-' As my IT team will revert as of tomorrow or by next week. Hence, i will connect you by myself for the same. You don't need to call me for the same'.",Other,Customer,,,2017-08-19 06:35:13 UTC,2024-03-14 12:07:23 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-05 08:45:35 UTC,,,,2000069069,,2000031227,,2000069069,,,,,,,,,Others,,,,,
2002394283,Dimexon Integrated Business Services Pvt. Ltd.,5001-10000,,www.dimexon.com,'+91-22-66367777 Ext: 725',,"Bharat Diamond Bourse BC-9010, Bandra Kurla Complex, Bandra East,",Mumbai ,Maharashtra,400051,India,,,,2020-06-25 07:12:00 UTC,Outgoing email,,Email,2020-06-25 07:12:00 UTC,,Other,Prospect,,,2017-08-19 07:15:22 UTC,2023-08-24 06:54:41 UTC,;March 2021 - All Contacts,;Compassionate - Active Contacts;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2018-11-26 12:39:34 UTC,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Others,,,,,
2002394285,Premier Road Carriers Limited,Nov-50,,www.prclimited.co.in/contact.html,'+91-22-67740677',,"901-B Dalamal Towers, Nariman Point,",Mumbai,Maharashtra,400021,India,,,,2024-02-03 06:00:25 UTC,Outgoing email,,Email,2024-02-03 06:00:25 UTC,,Other,,,,2017-08-19 07:24:02 UTC,2024-02-22 05:18:24 UTC,,;Compassionate - Active Contacts;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;,2018-11-27 07:13:15 UTC,,,,2000031227,,2000031227,,2000031227,,,,,,,,,Others,,,,,
2002397095,Elogic Tech Solutions India Private Limited,51-200,,www.elogictech.com/index.php/contact-us/,'+91-40-27892176 Ext. 26',,"eLogic Solutions India Pvt Ltd  72 P&T Colony Karkhana, TG , ",Secunderabad,Telangana,500009,India,,,,2024-02-03 05:59:26 UTC,Outgoing email,,Email,2024-02-03 05:59:26 UTC,,Other,Prospect,,,2017-08-21 05:58:53 UTC,2024-02-12 05:25:34 UTC,,;New Sequence;Compassionate - Active Contacts;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000069069,,,,,,,,,Others,,,,,
2002397141,Sheer Event management Pvt Ltd,Nov-50,,www.sheermanagement.in,'+91-22-43510100',,"11-A, Ground Floor, Rajgrah Bldg, Behind Holy Cross Church, B. M. Marg, Elphinstone (W), ",Mumbai ,Maharashtra,400013,India,,,,2024-02-01 05:28:11 UTC,Outgoing email,,Email,2024-02-01 05:28:11 UTC,,Other,Prospect,,,2017-08-21 06:38:30 UTC,2024-01-29 07:10:21 UTC,,;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2018-11-27 08:35:52 UTC,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Others,,,,,
2002411970,Design Indya,51-200,,www.designindya.com,'+91-161-4642371',,"SCF 24-25-26, 2nd Floor, SBS Nagar Market, Pakhowal Road,",Ludhiana,Punjab,141013,India,,,,2024-02-03 06:00:26 UTC,Email opened by recipient,,Email,2024-02-03 06:00:26 UTC,,Other,Prospect,,,2017-08-22 06:31:15 UTC,2024-02-18 12:03:20 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,0,,,,,,,,,Others,,,,,
2002412372,HPL India,201-500,,www.hplindia.com,,," 133, Gurgaon - Delhi Expy, market of sector 10A, Pace City I, Sector 10A, Gurugram, Haryana 122018",Gurugram,Haryana,122018,India,,,,2024-02-01 05:23:14 UTC,Email opened by recipient,,Email,2024-02-01 05:23:14 UTC,"Microsoft Win 10 (25) + Office standard (10)
we lost the deal because we have given our standerad price only but they want final price in single shot .
wich was the only reason they got better discounts from oters.",Electronics,,,,2017-08-22 10:08:21 UTC,2024-02-29 12:25:38 UTC,,;;;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;;;Leads- Outreach June 2022,2024-02-09 06:33:49 UTC,,,,2000079865,,2000031235,,2000074157,,,,,,,,,Others,,,,,New Focus
2002412574,GALIO GRAPHICS,,,galioindia.com,,,"PLOT NO-63, SECTOR-53, H.I.S.D.C., KUNDLI, ",Sonipat, Haryana,131001,India,,,,2020-06-22 05:37:26 UTC,Outgoing email,,Email,2020-06-22 05:37:26 UTC,no response.,,Customer,,,2017-08-22 11:40:37 UTC,2024-02-01 11:47:52 UTC,;March 2021 - All Contacts,Compassionate - Active Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:33 UTC,,,,2000079865,,2000031255,,2000079865,,,,,,,,,Google,,,,,
2002412618,Network Advertising,51-200,,networkadvtg.com,'+91-22-28313073',,"Network House, G-7, MIDC, Cross Road A, Andheri East, ","Mumbai, ",Maharashtra ,400093,India,,,https://www.linkedin.com/company/network-advertising/?originalSubdomain=in,2024-02-03 06:00:58 UTC,Outgoing email,,Email,2024-02-03 06:00:58 UTC,"Swapneel updated that they do not need anything as of now. Also, they have renewed the subscriptions from another partner.",Service,Customer,,,2017-08-22 12:13:43 UTC,2024-02-20 10:22:26 UTC,;March 2021 - All Contacts,;;New Sequence;;;Compassionate - Active Contacts;;;;;;;;;;;;;;;;;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;;;;Leads- Outreach June 2022,2023-09-20 10:39:32 UTC,,,,2000031227,,2000031255,,2000074157,,,,,,,,,Others,,,,,Rescue
2002425123,Vasant Valley School,51-200,,www.vasantvalley.org,,,"Pocket 7, Sector C, Vasant Kunj, New Delhi, Delhi 110070 ",New Delhi ,Delhi ,110070,India,,,,2024-02-02 06:39:51 UTC,Email opened by recipient,,Email,2024-02-02 06:39:51 UTC,sent a quotation for SMTP of 1301.69 per month,Internet Publishing,Customer,,,2017-08-23 04:34:17 UTC,2024-02-12 04:36:49 UTC,,;;;;Compassionate - Active Contacts;;;;;;March 2021;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 07:54:34 UTC,,,,2000077892,Manish Gupta,2000033151,,2000031227,,,,,,,,,Microsoft Office 365,Yearly,SMB - Education,,,
2002425447,Chimes Aviation Pvt Ltd,,,www.caaindia.com,'+91-124-4583830',,"CAA - A division of Chimes Aviation Pvt Ltd. 61, Sector 44 ","Gurgaon,  ",Haryana,122003,India,,,,2020-01-29 10:37:29 UTC,Outgoing email,,Email,2020-01-29 10:37:29 UTC,Receptionist said that no requirements.,,Customer,,,2017-08-23 09:39:35 UTC,2023-08-21 16:32:48 UTC,March 2021 - All Contacts,;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2019-01-29 11:34:54 UTC,,,,2000069069,,2000031255,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002425542,Jindal SAW Limited,501-1000,,www.jindalsaw.com,,,"Jindal SAW Ltd. Jindal Centre, 12 Bhikaiji Cama Place ","New Delhi,",110066, India,India,,,,2024-02-03 06:01:10 UTC,Email opened by recipient,,Email,2024-02-03 06:01:10 UTC,"Business -300(New)
We lost the deal.
because we got this account very late so the customer was able to close that time.
",Machinery,Prospect,,,2017-08-23 11:03:26 UTC,2023-08-19 07:57:06 UTC,March 2021 - Contacts,;;;;;Powerhouse Large Companies Not on O365;;;;;;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-08-19 07:57:07 UTC,,,,2000077892,Manish Gupta,2000031235,,0,,,,,,,,,Microsoft Office 365,,SMB - Commercial,,,Focus April 2021;Rescue
2002425566,Rishi FIBC Solutions PVT. Ltd.,501-1000,,www.rishifibc.com,,,"Mahuvad-Ranu Road At Ranu (Padra) Vadodara, ",Gujarat,Gujarat,391440, India,,,,2024-02-02 06:43:10 UTC,Email opened by recipient,,Email,2024-02-02 06:43:10 UTC,,Consumer Products,Prospect,,,2017-08-23 11:30:38 UTC,2023-06-08 11:57:35 UTC,,;New Sequence;;Compassionate - Active Contacts;Zoom vs Teams;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2022-04-15 07:53:17 UTC,,,,2000077892,Manish Gupta,2000031235,,0,,,,,,,,,Microsoft Office 365,,,,,
2002425571,Rohan Developers Pvt Ltd,,,www.rohanlifescapes.com,,,"112-122 Hira Bhavan, Raja Ram Mohan Road, Prarthana Samaj,",,,,,,,,2023-12-20 05:56:38 UTC,Outgoing email,,Email,2023-12-20 05:56:38 UTC,call not answered,Consulting,Prospect,,,2017-08-23 11:36:44 UTC,2023-11-23 09:43:50 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:33 UTC,,,,2000079865,,2000031235,,2000077892,Manish Gupta,,,,,,,2017-10-01 18:30:00 UTC,Others,,,,,
2002425576,Spectrum Pharmatech Consultants Pvt. Ltd,51-200,,www.spectrumpharmatech.com/contact-us/contact-us.html,,,,,,,,,,,2024-02-01 05:28:51 UTC,Outgoing email,,Email,2024-02-01 05:28:51 UTC,Number not valid now / company profile shared,Other,Prospect,,,2017-08-23 11:42:21 UTC,2023-11-29 07:22:09 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-10-23 08:18:33 UTC,,,,2000079865,,2000031235,,2000077892,Manish Gupta,,,,,,,2017-08-30 18:30:00 UTC,Others,,,,,
2002425631,Kapsons Solutions Pvt Ltd,,,www.kapsonsolutions.com,,,,,,,,,,,2021-11-08 05:14:55 UTC,Incoming email,,Email,2021-11-08 05:14:55 UTC,They are using Microsoft 365 Apps for Business for 40 users.,Consulting,Prospect,,,2017-08-23 12:23:20 UTC,2024-02-20 11:04:28 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-20 11:04:29 UTC,,,,2000069069,,2000031235,,2000077892,Manish Gupta,,,,,,,2017-09-02 18:30:00 UTC,Others,,,,,Workflow Automation - mailer;Exisitng Customer
2002429943,Kalahanu Retail Venture Limited,Nov-50,,www.kalahanu.com/contact.html,'+91-135-2729770',,"45-A, Malviya Road, ",Dehradun,Uttarakhand,248001,India,,,,2020-12-14 05:03:56 UTC,Email opened by recipient,,Email,2020-12-14 05:03:56 UTC,,Other,Prospect,,,2017-08-23 16:23:09 UTC,2024-03-05 06:44:38 UTC,;March 2021 - All Contacts,;;New Sequence;Compassionate - Active Contacts;;;;;;;;;;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2019-05-24 11:22:38 UTC,,,,2000031227,,2000031232,,2000079865,,,,,,,,,Google,,,,,Mohit June 2020
2002438522,Intone Networks (India) Pvt. Ltd.,501-1000,,intonenetworks.in/ContactUs.aspx,'+91-40-42210000',,"202, Mayfair Building, S.P. Road, Begumpet,",Hyderabad ,Andhra Pradesh,500003,India,,,,2024-02-03 06:00:39 UTC,Outgoing email,,Email,2024-02-03 06:00:39 UTC,Anil has conveyed that he has not yet reviewed the email. He will check and revert if there is anything.,Technology,Prospect,,,2017-08-24 05:25:38 UTC,2024-02-21 10:18:41 UTC,,;;New Sequence;Compassionate - Active Contacts;Zoom vs Teams;;;;;;;;;;March 2021 - All Contacts;Surface Outreach April;Surface Lead - April 2021;Contacts MicrosoftDirectProgram Leads;;;;Leads- Outreach June 2022,2024-02-09 10:01:03 UTC,,,,2000031227,,2000031227,,2000031227,,,,,,,,,Others,,,,,
2002439314,Toonz Animation India Pvt. Ltd,201-500,,www.hplindia.com/contactus.aspx,,,,,,,India,,,,2024-02-01 05:25:18 UTC,Email opened by recipient,,Email,2024-02-01 05:25:18 UTC,"Jeevan closed on below prices in OPEN
Business- 5050
Business Pre- 7400",Other,Prospect,,,2017-08-24 09:38:14 UTC,2023-06-08 11:57:35 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2022-04-15 07:53:20 UTC,,,,2000077892,Manish Gupta,2000031235,,0,,,,,,,,2017-10-01 18:30:00 UTC,Google,,,,,
2002439365,Carpro Systems India Pvt Ltd,51-200,,www.carprosystems.com,020 6649 8400,,"A Wing, Unit No A/503-504, 5th Floor Pune It Park, Bopodi Pune",Pune,Maharashtra,411020,India,,,,2024-02-01 05:25:32 UTC,Outgoing email,,Email,2024-02-01 05:25:32 UTC,Renewal in November- shared the company profile.,Consulting,Prospect,,,2017-08-24 10:12:40 UTC,2024-02-15 08:07:12 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-09 06:33:49 UTC,,,,2000079865,,2000031235,,2000079865,,,,,,,,2017-11-02 18:30:00 UTC,Microsoft Office 365,,,,,
2002439379,Max Institute of Health Education & Research,,,miher.edu.in,,,"Plot No. 4A, Sector Institutional Green, Opposite NTPC, Near Crown Plaza, Lakhnawali, ",Greater Noida,Uttar Pradesh,201306,India,,,,2021-11-29 05:35:20 UTC,Outgoing email,,Email,2021-11-29 05:35:20 UTC,"the It person sent a proposal to the management regarding the training, but the management denied for any extra expenses",,Customer,,,2017-08-24 10:26:37 UTC,2024-02-09 06:33:48 UTC,,;;;;Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2024-02-09 06:33:49 UTC,,,,2000079865,,2000033151,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002441330,Hical Technologies (P) Ltd.,501-1000,,www.hical.com/contact-us.php,'+91-80-661 89681',,"46 & 47, Phase 2, Electronics City, Hosur Road, ",Bangalore ,Karnataka,560100,India,,,,2024-02-01 05:29:46 UTC,Outgoing email,,Email,2024-02-01 05:29:46 UTC,,Other,Prospect,,,2017-08-24 16:35:59 UTC,2023-11-09 06:25:34 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Microsoft Office 365,,,,,
2002442886,Rural Broadband Pvt Ltd || AirJaldi Networks,51-200,,airjaldi.com/company/,'+91-9882268068',,"Dolma Chowk, Mcleodganj,  ",Dharamshala,Himachal Pradesh,176219,India,,,,2024-02-01 05:25:19 UTC,Email opened by recipient,,Email,2024-02-01 05:25:19 UTC,,Computer,Prospect,,,2017-08-25 04:37:28 UTC,2023-11-09 06:28:01 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,0,,,,,,,,,Google,,,,,
2002442895,EngineersGarage,10-Jan,,www.engineersgarage.com/contact,,,"EngineersGarage B-3, Jai Jawan Colony-1, JLN Marg,",Jaipur,Rajasthan,302018,India,,,,2019-12-23 04:47:15 UTC,Outgoing email,,Email,2019-12-23 04:47:15 UTC,,Other,Prospect,,,2017-08-25 05:12:12 UTC,2023-11-09 06:25:34 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,2000077892,Manish Gupta,,,,,,,,Google,,,,,
2002442898,Grazitti Interactive,201-500,,www.grazitti.com/contactus/,'+91-172-5048500',,"#271, 1st Floor, Industrial Area Phase 2, ",Panchkula,Haryana ,134113,India,,,,2024-02-02 06:40:18 UTC,Email opened by recipient,,Email,2024-02-02 06:40:18 UTC,,Technology,Prospect,,,2017-08-25 05:26:12 UTC,2023-11-09 06:25:34 UTC,,Compassionate - Active Contacts;;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,,,,,2000031227,,2000031227,,0,,,,,,,,,Google,,,,,
2002442996,Tonbo Imaging Pvt Ltd,51-200,,tonboimaging.com/tonbo/,,,,,,,,,,,2024-02-01 05:29:48 UTC,Email opened by recipient,,Email,2024-02-01 05:29:48 UTC,"Revision- 80 Busienss 
we lost this deal because they want to purchase in OPEN Mode so they got the price of 3,400 with local vendor.",Defense,Prospect,,,2017-08-25 05:43:42 UTC,2023-06-08 11:52:51 UTC,,;;;;March 2021 - All Contacts;Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2022-04-15 07:53:21 UTC,,,,2000077892,Manish Gupta,2000031235,,0,,,,,,,,2017-10-19 18:30:00 UTC,Google,,,,,
2002443288,Amazing Holidays,Nov-50,,amazingholidaysblr.com,,,,,,,,,,,2019-04-29 07:20:55 UTC,Outgoing email,,Task,2019-07-17 07:35:41 UTC,,Transportation,Prospect,,,2017-08-25 09:53:35 UTC,2023-09-04 06:26:37 UTC,;March 2021 - All Contacts,Surface Outreach April;Contacts MicrosoftDirectProgram Leads;,2023-09-04 06:26:38 UTC,,,,2000031227,,2000031235,,2000077892,Manish Gupta,,,,,,,,Google,,,,,
